MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice
20,RL,1.4595599466308458,2.2032495098361493,Pave,NA,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,3,1,0.0,1,1240.0,1240.0,GasA,4,Y,SBrkr,1.9633102649837224,0,1.9633102649837224,0.0,2,0,2,1,3,5,0,0,0,Attchd,2006.0,0,3.0,826.0,0,0,2,140,93,0,0,0,0,0,NA,NA,5,WD,Normal,2.4994350527544382
70,RL,1.4626737779454593,2.249424170143131,Pave,NA,Reg,Lvl,3,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,0,CBlock,3,3,1,4,410.0,1,390.0,800.0,GasA,2,Y,SBrkr,1.9267176142078994,780,2.0097752817599965,0.0,1,1,3,1,2,6,0,2,4,Attchd,1940.0,1,1.0,240.0,0,0,2,0,0,0,0,0,0,0,NA,NA,7,CWD,Normal,2.5095266997049
50,RL,1.4096066464289525,2.2286480276470186,Pave,Grvl,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,0,CBlock,2,3,1,5,626.0,1,170.0,796.0,GasA,3,Y,SBrkr,1.9458276410098982,370,1.9865437211321366,0.0,2,0,3,1,3,7,1,1,3,Attchd,1950.0,1,2.0,566.0,0,0,2,436,21,0,0,0,0,0,NA,Shed,4,WD,Normal,2.4885295554686895
20,RL,1.4397184637016933,2.269254324616834,Pave,NA,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,2,0,CBlock,3,3,2,4,75.0,3,230.0,1096.0,GasA,4,Y,SBrkr,1.9458276410098982,0,1.9458276410098982,1.0,1,0,3,1,2,6,0,0,0,Attchd,1969.0,2,1.0,299.0,0,0,2,240,32,0,0,0,0,0,NA,NA,3,WD,Abnorml,2.4715502933701603
120,RM,1.2839620094543296,2.127908188611743,Pave,NA,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,3,0,PConc,4,3,2,6,662.0,1,186.0,848.0,GasA,4,Y,SBrkr,1.9084872276518074,0,1.9084872276518074,1.0,1,0,1,1,3,3,0,1,4,Attchd,2004.0,0,2.0,420.0,0,0,2,140,0,0,0,0,0,0,NA,NA,5,WD,Normal,2.4813143765474095
20,RL,1.4289675858306226,2.2060369725740765,Pave,NA,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,0,PConc,4,3,1,6,495.0,1,495.0,990.0,GasA,3,Y,SBrkr,1.9311887393360518,0,1.9311887393360518,0.0,1,0,3,1,2,5,0,0,0,Attchd,1996.0,1,1.0,299.0,0,0,2,0,64,0,0,0,0,0,NA,NA,4,WD,Normal,2.463345638244328
20,RL,1.4775113193551406,2.2310117864568975,Pave,NA,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,3,1,CBlock,3,3,1,5,656.0,1,602.0,1258.0,GasA,4,Y,SBrkr,1.965331532435219,0,1.965331532435219,0.0,2,0,3,1,3,5,0,0,0,Attchd,1971.0,0,2.0,528.0,0,0,2,55,0,0,216,0,0,0,NA,NA,10,COD,Abnorml,2.4752341063164063
20,RL,1.4626737779454593,2.1885939178358265,Pave,NA,Reg,Lvl,3,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,0,CBlock,3,3,1,5,824.0,1,216.0,1040.0,GasA,1,Y,SBrkr,1.9383064558440293,0,1.9383064558440293,1.0,1,1,3,1,2,5,0,0,0,Attchd,1963.0,2,1.0,308.0,0,0,2,0,0,220,0,0,0,0,MnPrv,NA,6,WD,Normal,2.4679388751097795
20,RL,1.4465648595477707,2.205710105097582,Pave,NA,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,3,0,PConc,4,3,1,1,0.0,1,1459.0,1459.0,GasA,4,Y,SBrkr,1.9858869703146576,0,1.9858869703146576,0.0,2,0,3,1,3,6,0,1,4,Attchd,2002.0,0,2.0,527.0,0,0,2,192,39,0,0,0,0,0,NA,NA,9,WD,Normal,2.498583580298594
20,RL,1.4775113193551406,2.206350255877173,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,2,0,CBlock,3,3,1,4,553.0,1,698.0,1251.0,GasA,2,Y,SBrkr,1.9645494263181023,0,1.9645494263181023,1.0,1,0,3,1,2,6,0,2,4,Attchd,1964.0,0,1.0,461.0,0,0,2,0,116,0,0,0,0,0,MnPrv,Shed,3,WD,Normal,2.483483061484839
60,RL,1.4397184637016933,2.2486658710477365,Pave,NA,IR2,Lvl,3,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,0,PConc,4,3,1,5,592.0,1,99.0,691.0,GasA,3,Y,SBrkr,1.8776526943944836,807,1.9895012656604698,0.0,2,1,3,1,2,6,0,1,3,Attchd,1995.0,2,2.0,409.0,0,0,2,315,44,0,0,0,0,0,NA,NA,7,WD,Normal,2.496632147037249
85,RL,1.4563938230443614,2.209659967863481,Pave,NA,Reg,Lvl,3,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,0,PConc,4,3,3,6,747.0,1,189.0,936.0,GasA,4,Y,SBrkr,1.9320643449975627,0,1.9320643449975627,1.0,1,0,2,1,3,5,0,0,0,Attchd,1992.0,1,2.0,564.0,0,0,2,120,0,0,0,0,0,0,NA,NA,4,WD,Normal,2.4763861083335166
160,RM,1.4397184637016933,2.026543963748043,Pave,NA,Reg,Lvl,3,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,0,CBlock,3,3,1,4,334.0,1,212.0,546.0,GasA,2,Y,SBrkr,1.8409652574495425,546,1.9453051312553566,0.0,1,1,3,1,2,6,0,0,0,Attchd,1973.0,0,1.0,286.0,0,0,2,120,96,0,0,0,0,0,NA,NA,5,WD,Normal,2.427683696586515
60,FV,1.4912513280732116,2.22636834597622,Pave,NA,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,2,1,0.0,1,1082.0,1082.0,GasA,4,Y,SBrkr,1.9439892280396651,871,2.0251334350563526,0.0,2,1,3,1,3,9,0,1,4,Attchd,2005.0,0,3.0,1043.0,0,0,2,160,50,0,0,0,0,0,NA,NA,5,WD,Normal,2.5206907245943384
160,RM,1.1562690064065475,2.058321004678966,Pave,NA,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,3,0,PConc,4,3,1,1,0.0,1,970.0,970.0,GasA,4,Y,SBrkr,1.9282255618317101,739,2.0073631581671663,0.0,2,0,3,1,3,7,2,0,0,Detchd,2004.0,1,2.0,380.0,0,0,2,0,40,0,0,0,0,0,NA,NA,4,WD,Normal,2.4707552558177244
120,FV,1.2839620094543296,2.0926679996996773,Pave,Pave,IR1,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,0,PConc,4,3,1,6,1039.0,1,208.0,1247.0,GasA,4,Y,SBrkr,1.9641002648637385,0,1.9641002648637385,1.0,1,1,1,1,3,4,0,1,4,Attchd,2005.0,2,2.0,550.0,0,0,2,0,84,0,0,0,0,0,NA,NA,4,WD,Normal,2.50069461207388
90,RL,1.4096066464289525,2.2030944891124142,Pave,NA,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,0,Slab,0,0,0,0,0.0,0,0.0,0.0,Wall,1,N,FuseA,1.9383064558440293,0,1.9383064558440293,0.0,2,0,2,2,2,6,0,0,0,Detchd,1987.0,1,2.0,400.0,0,0,2,0,0,0,0,0,0,0,NA,NA,6,WD,Normal,2.4370529529163294
160,FV,1.1562690064065475,2.0383413184417023,Pave,Pave,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,3,0,PConc,4,3,1,4,510.0,1,90.0,600.0,GasA,4,Y,SBrkr,1.8619305924944747,628,1.9646614608401305,1.0,2,1,2,1,3,4,0,0,0,Detchd,1999.0,1,2.0,462.0,0,0,2,0,48,0,0,0,0,0,NA,NA,3,WD,Normal,2.483483061484839
50,RL,1.4096066464289525,2.2012151582363493,Pave,NA,Reg,Bnk,3,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,0,PConc,3,3,1,3,423.0,1,758.0,1181.0,GasA,1,Y,SBrkr,1.9792149120100133,304,2.0061781190722656,0.0,2,0,4,1,2,7,0,1,4,Detchd,1925.0,1,2.0,576.0,0,0,2,342,0,128,0,0,0,0,NA,NA,6,WD,Normal,2.4701381210848408
20,RL,1.4498980416116356,2.211589169413149,Pave,NA,Reg,Lvl,3,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,2,0,CBlock,3,3,2,6,661.0,1,203.0,864.0,GasA,3,Y,SBrkr,1.9586961776892762,0,1.9586961776892762,1.0,1,1,1,1,3,6,0,0,0,Detchd,1977.0,1,2.0,884.0,0,0,2,0,64,0,0,0,0,0,MnPrv,NA,10,WD,Normal,2.4758122458329868
20,RL,1.4595599466308458,2.1607068638781888,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,0,CBlock,3,3,1,4,248.0,3,448.0,936.0,GasA,4,Y,SBrkr,1.9230238845197491,0,1.9230238845197491,1.0,1,0,2,1,2,4,0,0,0,Attchd,1956.0,2,1.0,308.0,0,0,2,0,0,80,0,160,0,0,NA,NA,5,WD,Normal,2.46534724599481
20,RL,1.4717169160496426,2.2126161796148613,Pave,NA,IR1,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,6,24.0,1,1290.0,1314.0,GasA,3,Y,SBrkr,1.9714151422434227,0,1.9714151422434227,0.0,2,0,3,1,3,6,0,1,4,Attchd,2006.0,0,2.0,440.0,0,0,2,0,22,0,0,0,0,0,NA,NA,3,WD,Normal,2.4916083772953015
70,RM,1.4096066464289525,2.1789094962149274,Pave,NA,Reg,Lvl,3,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,0,PConc,3,3,1,1,0.0,1,684.0,684.0,GasA,2,Y,SBrkr,1.8946588159809719,582,1.975684841071954,0.0,1,1,3,1,3,7,0,0,0,NA,0.0,3,0.0,0.0,3,2,2,136,0,115,0,0,0,0,NA,NA,3,WD,Normal,2.4640185346254393
120,RL,1.4397184637016933,2.105962534539634,Pave,NA,Reg,Lvl,3,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,0,CBlock,4,3,1,1,0.0,1,1074.0,1074.0,GasA,4,Y,SBrkr,1.9447804293645292,0,1.9447804293645292,0.0,1,1,2,1,3,5,0,0,0,Attchd,1987.0,0,2.0,461.0,0,0,2,0,74,137,0,0,0,0,NA,NA,10,WD,Normal,2.4885295554686895
50,RM,1.3640546328884455,2.1632672480372013,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,0,BrkTil,3,3,1,4,672.0,1,0.0,672.0,GasA,2,Y,SBrkr,1.8915087593801023,567,1.9724703874866574,0.0,1,0,3,1,2,6,0,0,0,Detchd,1936.0,1,1.0,240.0,0,0,2,0,0,0,0,0,0,0,NA,NA,7,WD,Normal,2.4646857061563905
20,RL,1.4831304777411851,2.2388581456857666,Pave,NA,IR1,Lvl,3,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,2,0,CBlock,4,3,1,5,704.0,1,567.0,1271.0,GasA,2,Y,SBrkr,1.9985546055473546,0,1.9985546055473546,0.0,2,0,3,1,2,7,0,1,3,Attchd,1978.0,0,2.0,478.0,0,0,2,0,0,0,0,0,0,0,NA,NA,4,COD,Abnorml,2.481902231400466
30,RL,1.4096066464289525,2.2012151582363493,Pave,NA,Reg,Bnk,3,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,0,CBlock,3,2,1,3,290.0,1,0.0,290.0,GasA,2,N,FuseF,1.8053695817637068,0,1.8053695817637068,0.0,1,0,1,1,1,3,0,0,0,Detchd,1930.0,1,1.0,246.0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,WD,Normal,2.398086149235235
20,RL,1.4136356249281932,2.2176634662682506,Pave,NA,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,2,0,CBlock,3,3,1,4,412.0,2,251.0,950.0,GasA,2,Y,SBrkr,1.9251915630093213,0,1.9251915630093213,0.0,1,0,3,1,2,5,0,0,0,Detchd,1981.0,1,1.0,280.0,0,0,2,0,0,0,0,0,0,0,NA,NA,7,WD,Normal,2.4588254436821226
20,RL,1.4465648595477707,2.180831545933616,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,2,0,CBlock,3,3,1,3,588.0,1,422.0,1010.0,GasA,4,Y,SBrkr,1.9506853701299818,0,1.9506853701299818,0.0,1,0,2,1,2,6,0,0,0,Attchd,1960.0,0,1.0,254.0,0,0,2,0,16,0,0,0,0,0,MnWw,NA,4,WD,Family,2.469203164398985
20,RL,1.4746366515748413,2.2077170626783618,Pave,NA,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,0,CBlock,3,3,2,5,655.0,1,0.0,655.0,GasA,4,Y,SBrkr,1.9579889477595565,0,1.9579889477595565,0.0,1,0,3,1,2,6,0,1,2,BuiltIn,1954.0,2,2.0,539.0,0,0,2,0,0,192,0,0,0,0,NA,NA,7,WD,Normal,2.483221831378806
160,RM,1.1562690064065475,2.0293147547093606,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,2,0,CBlock,3,3,1,1,0.0,1,630.0,630.0,GasA,2,Y,SBrkr,1.86341631663809,672,1.9701367050119618,0.0,2,1,3,1,2,6,0,0,0,Detchd,1970.0,1,2.0,440.0,0,0,2,0,0,0,0,0,0,0,NA,NA,4,WD,Normal,2.4485187660500776
60,RL,1.5227830126997552,2.2421736057357418,Pave,NA,IR1,Lvl,3,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,3,0,PConc,5,3,3,6,1032.0,1,431.0,1463.0,GasA,4,Y,SBrkr,1.9896837221796302,1122,2.063273117362255,1.0,2,1,3,1,3,9,0,2,3,Attchd,1994.0,0,2.0,712.0,0,0,2,186,32,0,0,0,0,0,NA,NA,4,WD,Normal,2.5409388178099594
20,RL,1.55523479881416,2.224128066477174,Pave,NA,IR1,Lvl,3,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,0,PConc,4,3,2,6,738.0,1,172.0,910.0,GasA,3,Y,SBrkr,1.9842769699778098,0,1.9842769699778098,1.0,2,0,3,1,3,6,0,1,3,Attchd,1990.0,2,2.0,719.0,0,0,2,0,244,0,0,0,0,0,NA,NA,5,WD,Normal,2.4932183797867937
60,RL,1.633928354228994,2.3080065145914017,Pave,NA,IR3,HLS,3,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,5,4,1,1,0.0,1,868.0,868.0,GasA,4,Y,SBrkr,1.9151335100914084,1134,2.0296402544069108,0.0,2,1,3,1,3,9,0,1,4,BuiltIn,2006.0,0,2.0,422.0,0,0,2,0,100,0,0,0,0,0,NA,NA,9,New,Partial,2.527608945538608
60,RL,1.4397184637016933,2.196673422665609,Pave,NA,Reg,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,0,PConc,4,3,1,1,0.0,1,924.0,924.0,GasA,4,Y,SBrkr,1.9248841440663014,742,2.0058600973363965,0.0,2,1,3,1,2,7,0,1,3,Attchd,2000.0,0,2.0,463.0,0,0,2,100,48,0,0,0,0,0,NA,NA,11,WD,Abnorml,2.493722039004165
20,RL,1.5417646344281224,2.2340952806427414,Pave,NA,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,3,0,PConc,5,3,2,6,1039.0,1,797.0,1836.0,GasA,4,Y,SBrkr,2.016946873275622,0,2.016946873275622,1.0,2,0,3,1,3,7,0,1,4,Attchd,2004.0,2,3.0,862.0,0,0,2,125,185,0,0,0,0,0,NA,NA,3,WD,Normal,2.5291264557754007
60,RL,1.4397184637016933,2.1958009890330583,Pave,NA,Reg,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,0,PConc,4,3,1,6,219.0,1,554.0,773.0,GasA,3,Y,SBrkr,1.8946588159809719,885,2.003284767353291,1.0,2,1,3,1,2,8,0,1,3,Attchd,1995.0,2,2.0,431.0,0,0,2,224,84,0,0,0,0,0,NA,NA,6,WD,Normal,2.4968514624360734
60,RL,1.4775113193551406,2.2254042151461015,Pave,NA,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,2,0,CBlock,3,3,1,5,403.0,1,400.0,803.0,GasA,2,Y,SBrkr,1.9460880792347253,866,2.0258744126299164,0.0,2,1,4,1,2,8,0,1,4,Attchd,1976.0,0,2.0,483.0,0,0,2,0,69,0,0,0,0,0,NA,NA,9,WD,Normal,2.503954519950888
20,RL,1.4563938230443614,2.1824323839689783,Pave,NA,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,0,CBlock,3,3,1,6,708.0,1,108.0,816.0,GasA,2,Y,FuseA,1.9027661683945178,0,1.9027661683945178,1.0,1,0,2,1,2,5,0,0,0,Detchd,1957.0,1,1.0,308.0,0,0,2,0,0,0,0,0,0,0,NA,NA,7,WD,Normal,2.465937891952014
20,RL,1.4326183300679207,2.207877355793745,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,0,CBlock,3,3,1,4,643.0,1,365.0,1008.0,GasA,3,Y,SBrkr,1.9337975798369365,0,1.9337975798369365,1.0,1,0,2,1,3,6,0,0,0,Attchd,1953.0,1,1.0,240.0,0,0,2,0,18,0,0,0,0,0,NA,NA,5,WD,Normal,2.468889006027779
20,RL,1.5040351003996315,2.151082231730324,Pave,NA,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,1,CBlock,3,3,1,3,415.0,1,418.0,833.0,GasA,4,Y,SBrkr,1.9058369280280805,0,1.9058369280280805,0.0,1,0,2,1,3,4,0,0,0,Detchd,1955.0,1,1.0,326.0,0,0,2,0,0,0,0,0,0,0,MnPrv,NA,8,WD,Normal,2.4570153806228183
20,RL,1.511295614460169,2.240679932784045,Pave,NA,Reg,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,3,0,PConc,5,3,1,6,1004.0,1,730.0,1734.0,GasA,4,Y,SBrkr,2.0093122422040963,0,2.0093122422040963,1.0,2,0,3,1,4,7,0,1,4,Attchd,2007.0,0,3.0,928.0,0,0,2,0,0,0,0,0,0,0,NA,NA,11,New,Partial,2.539221734687205
80,RL,1.4397184637016933,2.192262075840469,Pave,NA,Reg,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,6,353.0,1,55.0,408.0,GasA,4,Y,SBrkr,1.8958207981888178,640,1.9820640320304894,1.0,2,1,3,1,3,7,0,1,3,BuiltIn,2002.0,2,2.0,527.0,0,0,2,120,0,0,0,0,0,0,NA,NA,3,WD,Normal,2.495123807021788
20,RL,1.396999671219974,2.2177303812578324,Pave,NA,IR1,Lvl,3,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,0,CBlock,3,3,1,4,702.0,1,192.0,894.0,GasA,4,Y,SBrkr,1.9162909090486895,0,1.9162909090486895,1.0,1,0,3,1,3,5,0,0,0,Attchd,1967.0,0,2.0,450.0,0,0,2,0,0,0,0,0,0,0,NA,NA,5,WD,Normal,2.46600324507219
80,RL,1.4912513280732116,2.2548888820105786,Pave,NA,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,1,CBlock,3,3,1,1,0.0,1,533.0,533.0,GasA,2,Y,SBrkr,1.935648797889815,580,1.9985546055473546,0.0,1,0,3,1,2,6,3,0,0,BuiltIn,1958.0,0,1.0,300.0,0,0,2,280,34,0,0,0,0,0,NA,NA,12,WD,Normal,2.4722770394194904
20,RL,1.4465648595477707,2.1894865457506874,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,0,CBlock,3,3,1,2,369.0,1,671.0,1040.0,GasA,2,Y,FuseA,1.9383064558440293,0,1.9383064558440293,0.0,1,0,3,1,2,6,0,0,0,Attchd,1959.0,0,1.0,286.0,0,0,2,140,0,252,0,0,0,0,GdWo,NA,7,WD,Normal,2.468383708300579
30,RM,1.4054932385256123,2.1993936672367975,Pave,NA,Reg,Bnk,3,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,0,BrkTil,3,3,1,1,0.0,1,1012.0,1012.0,GasA,2,Y,FuseA,1.9343700821476857,0,1.9343700821476857,0.0,1,0,2,1,2,6,0,1,4,Detchd,1920.0,1,1.0,308.0,0,0,2,0,22,112,0,0,0,0,MnPrv,NA,5,WD,Normal,2.458034129713842
20,RL,1.4885839460327333,2.221234603446467,Pave,NA,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,3,0,PConc,4,3,3,6,24.0,1,1528.0,1552.0,GasA,4,Y,SBrkr,1.994332858067376,0,1.994332858067376,0.0,2,0,3,1,3,7,0,0,0,Attchd,2005.0,0,3.0,782.0,0,0,2,144,20,0,0,0,0,0,NA,NA,7,New,Partial,2.507041347431737
20,RL,1.4397184637016933,2.2079143097030096,Pave,NA,IR1,Lvl,3,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,0,CBlock,3,3,1,1,0.0,1,672.0,672.0,GasA,4,Y,FuseA,1.9267176142078994,0,1.9267176142078994,0.0,1,0,3,1,2,5,0,0,0,Basment,1956.0,1,1.0,288.0,0,0,2,64,0,0,0,160,0,0,MnPrv,NA,10,COD,Abnorml,2.4532658295491867
20,RL,1.3640546328884455,2.2136442275638917,Pave,NA,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,4,CBlock,3,3,1,1,0.0,1,698.0,698.0,GasA,4,Y,SBrkr,1.8791931199696021,0,1.8791931199696021,0.0,1,0,2,1,2,4,0,0,0,NA,0.0,3,0.0,0.0,3,2,2,0,200,0,0,0,0,0,NA,NA,6,WD,Normal,2.457744398568535
80,RL,1.4397184637016933,2.2103352751309036,Pave,NA,IR1,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,2,0,PConc,4,3,1,1,0.0,1,384.0,384.0,GasA,3,Y,SBrkr,1.9020329475207132,670,1.9880315694733346,0.0,2,1,3,1,3,7,0,1,3,Attchd,1992.0,2,2.0,392.0,0,0,2,100,25,0,0,0,0,0,NA,NA,7,WD,Normal,2.4854907928708645
